Water_SYSTEM.PWSID,Water_SYSTEM.PWS_NAME,Water_SYSTEM.NPM_CANDIDATE,Water_SYSTEM.PRIMACY_AGENCY_CODE,Water_SYSTEM.EPA_REGION,Water_SYSTEM.SEASON_BEGIN_DATE,Water_SYSTEM.SEASON_END_DATE,Water_SYSTEM.PWS_ACTIVITY_CODE,Water_SYSTEM.PWS_DEACTIVATION_DATE,Water_SYSTEM.PWS_TYPE_CODE,Water_SYSTEM.DBPR_SCHEDULE_CAT_CODE,Water_SYSTEM.CDS_ID,Water_SYSTEM.GW_SW_CODE,Water_SYSTEM.LT2_SCHEDULE_CAT_CODE,Water_SYSTEM.OWNER_TYPE_CODE,Water_SYSTEM.POPULATION_SERVED_COUNT,Water_SYSTEM.POP_CAT_2_CODE,Water_SYSTEM.POP_CAT_3_CODE,Water_SYSTEM.POP_CAT_4_CODE,Water_SYSTEM.POP_CAT_5_CODE,Water_SYSTEM.POP_CAT_11_CODE,Water_SYSTEM.PRIMACY_TYPE,Water_SYSTEM.PRIMARY_SOURCE_CODE,Water_SYSTEM.IS_GRANT_ELIGIBLE_IND,Water_SYSTEM.IS_WHOLESALER_IND,Water_SYSTEM.IS_SCHOOL_OR_DAYCARE_IND,Water_SYSTEM.SERVICE_CONNECTIONS_COUNT,Water_SYSTEM.SUBMISSION_STATUS_CODE,Water_SYSTEM.ORG_NAME,Water_SYSTEM.ADMIN_NAME,Water_SYSTEM.EMAIL_ADDR,Water_SYSTEM.PHONE_NUMBER,Water_SYSTEM.PHONE_EXT_NUMBER,Water_SYSTEM.FAX_NUMBER,Water_SYSTEM.ALT_PHONE_NUMBER,Water_SYSTEM.ADDRESS_LINE1,Water_SYSTEM.ADDRESS_LINE2,Water_SYSTEM.CITY_NAME,Water_SYSTEM.ZIP_CODE,Water_SYSTEM.COUNTRY_CODE,Water_SYSTEM.STATE_CODE,Water_SYSTEM.SOURCE_WATER_PROTECTION_CODE,Water_SYSTEM.SOURCE_PROTECTION_BEGIN_DATE,Water_SYSTEM.OUTSTANDING_PERFORMER,Water_SYSTEM.OUTSTANDING_PERFORM_BEGIN_DATE,Water_SYSTEM.CITIES_SERVED,Water_SYSTEM.COUNTIES_SERVED,X48
PR0132031,CONDOMINIO SANTA ANA,N,PR,02,01-01,12-31,N,03-MAY-06,CWS,NA,NA,GW,NA,P,350,1,1,1,1,2,Territory,GW,N,N,N,75,Y,NA,NA,NA,787-783-6177,NA,NA,NA,CARR. 19 ESQ. CALLE A,VILLA CAPARRA,GUAYNABO,00657,US,PR,N,NA,NA,NA,GUAYNABO,Guaynabo Municipio,NA
PR0165011,CUPEY ALTO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,45,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,CUPEY ALTO,NA,NA,NA,NA,NA,NA,CARR. #176 KM.8.4 CUPEY ALTO,RIO PIEDRAS,00918,US,PR,NA,NA,NA,NA,Not Reported,San Juan Municipio,NA
PR0165021,HOSPITAL AUXILIO MUTUO,N,PR,02,01-01,12-31,N,03-MAY-06,NTNCWS,NA,NA,GW,NA,P,1900,1,1,1,2,4,Territory,GW,N,N,N,500,Y,NA,NA,NA,787-758-2000,NA,NA,NA,AVE. PONCE DE LEON,RIO PIEDRAS-SAN JUAN,RIO PIEDRAS,00925,US,PR,N,NA,NA,NA,RIO PIEDRAS,San Juan Municipio,NA
PR0171011,LUIS TORRES RODRIGUEZ,N,PR,02,01-01,12-31,I,01-JUN-88,CWS,NA,NA,SW,NA,S,28,1,1,1,1,1,Territory,SW,N,N,N,7,Y,NA,LUIS TORRES RODRIGUEZ,NA,809-760-6663,NA,NA,NA,NA,CARR. #851 KM.4.9 BO. QUEBRADA,"NEGRITOS, TRUJILLO ALTO",00760,US,PR,NA,NA,NA,NA,Not Reported,Trujillo Alto Municipio,NA
PR0207012,GLOBAL COMMODITY GROUP,N,PR,02,01-01,12-31,I,15-JUN-11,NTNCWS,NA,NA,GW,NA,P,411,1,1,1,1,2,Territory,GW,N,N,N,237,Y,PHARMACIA & UPJOHN CARIBE,PHARMACIA & UPJOHN CARIBE,NA,787-846-4900,NA,NA,NA,CARR. # 2 KM. 60.0,BO. SABANA HOYOS,ARECIBO,00612,US,PR,N,NA,NA,NA,ARECIBO,Arecibo Municipio,NA
PR0207022,A H ROBINS MFGR CO,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,S,120,1,1,1,1,2,Territory,GW,N,N,N,0,Y,NA,A H ROBINS MFGR CO,NA,809-846-3750,NA,NA,NA,NA,CARR 2 KM 61.3 SABANA HOYOS,ARECIBO,00612,US,PR,NA,NA,NA,NA,Not Reported,Arecibo Municipio,NA
PR0207032,ESC. INMENSION IDIOMAS-CROZIER,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,270,1,1,1,1,2,Territory,SW,N,N,N,0,Y,NA,ESC. INMENSION IDIOMAS-CROZIER,NA,809-878-0297,NA,NA,NA,NA,CARR.#621 KM.4.0,"BO. RIO ARRIBA,ARECIBO",00612,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0209022,"LAUSELL, INC.",N,PR,02,01-01,12-31,I,15-JUN-11,NTNCWS,NA,NA,GW,NA,P,142,1,1,1,1,2,Territory,GW,N,N,N,118,Y,BRISTOL-MYERS SQUIBB MFG COMP.,BRISTOL-MYERS SQUIBB MFG COMP.,NA,787-846-3800,NA,NA,NA,CARR. # 2 KM.56.4,BO. FLORIDA AFUERA,BARCELONETA,00617,US,PR,N,NA,NA,NA,BARCELONETA,Barceloneta Municipio,NA
PR0209042,"MISKASE,P.R. CORP.",N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,325,1,1,1,1,2,Territory,GW,N,N,N,81,Y,NA,"MISKASE,P.R. CORP.",NA,809-846-2110,NA,NA,NA,CARR. # 2 KM. 56.7,BO. FLORIDA AFUERA,BARCELONETA,00617,US,PR,NA,NA,NA,NA,Not Reported,Barceloneta Municipio,NA
PR0209052,AUTORIDAD DE TIERRAS,N,PR,02,01-01,12-31,I,15-MAY-98,NTNCWS,NA,NA,GW,NA,P,200,1,1,1,1,2,Territory,GW,N,N,N,50,Y,NA,AUTORIDAD DE TIERRAS,NA,787-846-4191,NA,NA,NA,(FABRICA ENLATADOS LOTUS),CARR. # 2 KM. 56.3 BO.FLORIDA,MANATI,00674,US,PR,NA,NA,NA,NA,MANATI,"Barceloneta Municipio,Manati Municipio",NA
PR0209062,FRITO-LAY OF PR INC,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,S,58,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,FRITO-LAY OF PR INC,NA,809-846-6060,NA,NA,NA,NA,CARR 2 KM 56.7 FLORIDA AFU,BARCRELONETA,00617,US,PR,NA,NA,NA,NA,Not Reported,Barceloneta Municipio,NA
PR0209072,"CASERA FOODS, INC",N,PR,02,01-01,01-02,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,100,1,1,1,1,1,Territory,GW,N,N,N,25,Y,NA,"CASERA FOODS, INC",NA,809-846-3700,NA,NA,NA,BO. FLORIDA CARR. # 2 KM. 58.2,SECTOR CRUCE DEVILA,BARCELONETA,00701,US,PR,NA,NA,NA,NA,BARCELONETA,Barceloneta Municipio,NA
PR0209082,"RCA DEL CARIBE, INC",N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,325,1,1,1,1,2,Territory,GW,N,N,N,81,Y,NA,"RCA DEL CARIBE, INC",NA,809-846-5400,NA,NA,NA,BO.FLORIDA CARR. # 2 KM. 59.2,SECTOR SABANA ARRIBA,BARCELONETA,00617,US,PR,NA,NA,NA,NA,Not Reported,Barceloneta Municipio,NA
PR0209102,CRUCE DAVILA DEVELOPMENT LLC,N,PR,02,01-01,12-31,I,07-MAY-14,NTNCWS,NA,NA,GW,NA,P,1000,1,1,1,2,3,Territory,GW,N,N,N,250,Y,SEARLE II,SEARLE II,NA,787-846-5000,NA,NA,NA,CARR. 140,SECTOR CRUCE DAVILA,BARCELONETA,00617,US,PR,N,NA,NA,NA,BARCELONETA,Barceloneta Municipio,NA
PR0209112,INDUTRIAL ALIMENTICIA INC.,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,31,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,INDUTRIAL ALIMENTICIA INC.,NA,809-846-2050,NA,NA,NA,NA,CARR.#2 KM.58.1 CRUCE DAVILA,BARCELONETA (NESCAFE),00617,US,PR,NA,NA,NA,NA,Not Reported,Barceloneta Municipio,NA
PR0214012,ACUEDUCTO RURAL SOLLER,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,171,1,1,1,1,2,Territory,GW,N,N,N,38,Y,NA,ACUEDUCTO RURAL SOLLER,NA,NA,NA,NA,NA,NA,CARR. 455 KM 7.6,CAMUY BARRIO CIBAO,00627,US,PR,NA,NA,NA,NA,Not Reported,Camuy Municipio,NA
PR0220012,ISMAEL RIVERA CANDELARIA,N,PR,02,01-01,12-31,I,01-JUN-88,CWS,NA,NA,SW,NA,S,340,1,1,1,1,2,Territory,SW,N,N,N,10,Y,NA,ISMAEL RIVERA CANDELARIA,NA,NA,NA,NA,NA,NA,CARR. #146 KM. 8.8,"BO. FRONTON,CIALES",00638,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0220022,ACUED ASOC ADVENTISTAS CAMPAM,N,PR,02,01-01,12-31,I,01-JAN-96,TNCWS,NA,NA,GW,NA,NA,300,1,1,1,1,2,Territory,GW,N,N,N,75,Y,NA,ACUED ASOC ADVENTISTAS CAMPAM,NA,NA,NA,NA,NA,NA,CARR 146 KM 8.8,FLORIDA,00650,US,PR,NA,NA,NA,NA,Not Reported,Florida Municipio,NA
PR0220032,ACUED. LAS DELICIAS,Y,PR,02,NA,NA,I,01-NOV-19,CWS,NA,NA,SW,NA,P,48,1,1,1,1,1,Territory,SW,N,N,N,12,Y,ACUED. LAS DELICIAS,ACUED. LAS DELICIAS,NA,787-828-4248,NA,NA,NA,BO.CIALITOS FCA.RADAMES CINTRO,SEC.LAS DELICIAS CARR.533 KM31,CIALES,00638,US,PR,N,NA,NA,NA,CIALES,Ciales Municipio,NA
PR0238042,COABEY,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,72,1,1,1,1,1,Territory,SW,N,N,N,18,Y,NA,COABEY,NA,809-828-2364,NA,NA,NA,CARR. #144 KM. 3.5,BO. COABEY,JAYUYA,00664,US,PR,NA,NA,NA,NA,JAYUYA,Jayuya Municipio,NA
PR0238052,ALTOS COLLORES,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,180,1,1,1,1,2,Territory,SW,N,N,N,45,Y,NA,ALTOS COLLORES,NA,NA,NA,NA,NA,NA,CARR. R-527 KM. 1.2,"BO. ALTOS COLLORES, JAYUYA",00664,US,PR,NA,NA,NA,NA,Not Reported,Jayuya Municipio,NA
PR0238092,COABEY,N,PR,02,01-01,12-31,I,01-OCT-87,CWS,NA,NA,SW,NA,S,240,1,1,1,1,2,Territory,SW,N,N,N,60,Y,NA,COABEY,NA,NA,NA,NA,NA,NA,NA,"BO. COABEY, JAYUYA",00664,US,PR,NA,NA,NA,NA,Not Reported,Jayuya Municipio,NA
PR0238102,COMUNIDAD CANALES,N,PR,02,01-01,12-31,I,01-OCT-87,CWS,NA,NA,SW,NA,S,240,1,1,1,1,2,Territory,SW,N,N,N,60,Y,NA,COMUNIDAD CANALES,NA,NA,NA,NA,NA,NA,CARR 144 KM11.0 SECTOR ELSALTO,JAYUYA,NA,US,PR,NA,NA,NA,NA,Not Reported,Jayuya Municipio,NA
PR0238112,CANALIZO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,500,1,1,1,1,2,Territory,SW,N,N,N,125,Y,NA,CANALIZO,NA,809-,NA,NA,NA,CARR.140 KM.4.0,SECTOR CANALIZO,JAYUYA,00664,US,PR,NA,NA,NA,NA,JAYUYA,Jayuya Municipio,NA
PR0238142,PUENTE NEGRO,N,PR,02,NA,NA,I,17-SEP-07,CWS,NA,NA,SW,NA,P,75,1,1,1,1,1,Territory,SW,N,N,N,19,Y,PUENTE NEGRO,PUENTE NEGRO,NA,787-828-3453,NA,NA,NA,CARR. 141 KM. 2.2,BO. RIO GRANDE,JAYUYA,00664,US,PR,NA,NA,NA,NA,JAYUYA,Jayuya Municipio,NA
PR0476194,LA JULITA 2,N,PR,02,01-01,12-31,I,01-OCT-87,CWS,NA,NA,SW,NA,S,40,1,1,1,1,1,Territory,SW,N,N,N,6,Y,NA,LA JULITA 2,NA,NA,NA,NA,NA,NA,CARR. #149 KM. 46.9,"BO. LA JULITA, VILLALBA",NA,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0476214,CAONILLA ABAJO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,P,150,1,1,1,1,2,Territory,GW,N,N,N,38,Y,NA,CAONILLA ABAJO,NA,809-,NA,NA,NA,CARR.150 KM.5.8 INT.,SECTOR VEGA BO. CAONILLA,VILLALBA,00766,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0476224,ACEITUNA I,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,69,1,1,1,1,1,Territory,SW,N,N,N,17,U,ACEITUNA I,ACEITUNA I,NA,787-847-1351,NA,NA,NA,CARR.561 PRIMER RAMAL,SECTOR ACEITUNA SIERRITA VACA,VILLALBA,00766,US,PR,N,NA,NA,NA,VILLALBA,Villalba Municipio,NA
PR0476244,EL NUEVO PINO 1,N,PR,02,01-01,12-31,I,01-OCT-87,CWS,NA,NA,SW,NA,S,32,1,1,1,1,1,Territory,SW,N,N,N,5,Y,NA,EL NUEVO PINO 1,NA,NA,NA,NA,NA,NA,CARR. #151 SUPERMERCADO-PUENTE,"NUEVO, VILLALBA",00766,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0242042,ACUED. DE LA COMUNIDAD,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,100,1,1,1,1,1,Territory,SW,N,N,N,25,U,ACUED. DE LA COMUNIDAD,ACUED. DE LA COMUNIDAD,NA,787-897-3427,NA,NA,NA,SEC.MAGUELLES FCA.RAFAEL RUIZ,CARR. 128 RAMAL 431,LARES,00669,US,PR,N,NA,NA,NA,LARES,Lares Municipio,NA
PR0242062,VEGA ACEVEDO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,396,1,1,1,1,2,Territory,GW,N,N,N,99,U,VEGA ACEVEDO,VEGA ACEVEDO,NA,787-897-4659,NA,NA,NA,BO.PEZUELA FCA. MANUEL ACEVEDO,CARR. 128 RAMAL 431 KM. 4.2,LARES,00669,US,PR,N,NA,NA,NA,LARES,Lares Municipio,NA
PR0242092,COMUNIDAD MIRASOL,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,100,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,COMUNIDAD MIRASOL,NA,NA,NA,NA,NA,NA,CARR. #128 KM. 53.9 BO.MIRASOL,LARES,00669,US,PR,NA,NA,NA,NA,Not Reported,Lares Municipio,NA
PR0242112,SECTOR VEGA CALCERADA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,26,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,SECTOR VEGA CALCERADA,NA,NA,NA,NA,NA,NA,CARR. #128 KM.50.6 INT.,BO. MIRASOL,00669,US,PR,NA,NA,NA,NA,Not Reported,Lares Municipio,NA
PR0242132,FINCA ECHEANDIA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,28,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,FINCA ECHEANDIA,NA,NA,NA,NA,NA,NA,CARR. #128 KM. 48.3,"BO. LA TORRE, LARES",00669,US,PR,NA,NA,NA,NA,Not Reported,Lares Municipio,NA
PR0242142,ALEJANDRINA ORJALES,N,PR,02,NA,NA,I,24-SEP-02,CWS,NA,NA,GW,NA,P,28,1,1,1,1,1,Territory,GW,N,N,N,7,Y,NA,NA,NA,787-897-3678,NA,NA,NA,BO.MIRASOL FCA. FELIN RAMOS,CARR. 128 KM. 54.3,LARES,00669,US,PR,NA,NA,NA,NA,LARES,Lares Municipio,NA
PR0247012,DAVIS & RECK INC,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,S,900,1,1,1,2,3,Territory,GW,N,N,N,0,Y,NA,DAVIS & RECK INC,NA,809-854-1212,NA,NA,NA,NA,CARR 2 KM 47.4 COTO NORTE,MANATI,00701,US,PR,NA,NA,NA,NA,Not Reported,Manati Municipio,NA
PR0247052,"SCHERING-PLOUGH PRODUCTS, LLC",N,PR,02,01-01,12-31,I,15-JUN-11,NTNCWS,NA,NA,GW,NA,P,1200,1,1,1,2,4,Territory,GW,N,N,N,300,Y,"SCHERING-PLOUGH PRODUCTS, LLC","SCHERING-PLOUGH PRODUCTS, LLC",NA,787-854-2700,NA,NA,NA,"CARR. 686,KM.5.0",BO. COTO NORTE,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0247062,ORTHO PHRMACEUTICALS INC.,N,PR,02,01-01,12-31,I,01-JAN-96,TNCWS,NA,NA,GW,NA,NA,200,1,1,1,1,2,Territory,GW,N,N,N,50,Y,NA,ORTHO PHRMACEUTICALS INC.,NA,809-854-1800,NA,NA,NA,NA,BOX 463 CARR 2 KM 45.6,MANATI COTO NORTE,00701,US,PR,NA,NA,NA,NA,Not Reported,Manati Municipio,NA
PR0247072,CYANAMID AGRICULTURAL P.R.,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,160,1,1,1,1,2,Territory,GW,N,N,N,40,Y,NA,CYANAMID AGRICULTURAL P.R.,NA,809-854-1666,NA,NA,NA,CARR.#2 KM.484,MANAT?,MANAT?,00674,US,PR,NA,NA,NA,NA,Not Reported,Manati Municipio,NA
PR0329013,ESTACION M,N,PR,02,NA,NA,I,04-MAR-07,CWS,NA,NA,GW,NA,P,2500,1,1,1,2,4,Territory,GW,N,N,N,625,Y,ESTACION M,ESTACION M,NA,767-821-2510,NA,NA,NA,CARR. 332 HM. 0.1,NA,GUANICA,00653,US,PR,NA,NA,NA,NA,GUANICA,Guanica Municipio,NA
PR0335013,FINCA SAN JOSE-EUREKA,N,PR,02,01-01,12-31,I,01-NOV-88,CWS,NA,NA,GW,NA,S,5,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,FINCA SAN JOSE-EUREKA,NA,NA,NA,NA,NA,NA,CARR. #114 KM. 7.6 B. BENAVENT,HORMIGUEROS,00660,US,PR,NA,NA,NA,NA,Not Reported,Hormigueros Municipio,NA
PR0343013,PARCELAS ZAPATA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,3,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,PARCELAS ZAPATA,NA,NA,NA,NA,NA,NA,CARR.#408KM.2.0 INY,BO. MAYUECILLO LAS MARIAS,NA,US,PR,NA,NA,NA,NA,Not Reported,Hormigueros Municipio,NA
PR0401344,JOSEFINA IRRIZARRY,N,PR,02,01-01,12-31,I,01-JUN-88,CWS,NA,NA,SW,NA,S,125,1,1,1,1,2,Territory,SW,N,N,N,30,Y,NA,JOSEFINA IRRIZARRY,NA,NA,NA,NA,NA,NA,CARR. #521 INT,"BO. VEGAS ABAJO, ADJUNTAS",00601,US,PR,NA,NA,NA,NA,Not Reported,Adjuntas Municipio,NA
PR0401354,ESCUELA RESIDENCIAL AGRICOLA,N,PR,02,NA,NA,I,20-SEP-01,CWS,NA,NA,GW,NA,P,80,1,1,1,1,1,Territory,GW,N,N,Y,20,Y,NA,NA,NA,787-829-5379,NA,NA,NA,CARR. 518 KM. 1.0,BO. SALTILLO,ADJUNTAS,00601,US,PR,NA,NA,NA,NA,ADJUNTAS,Adjuntas Municipio,NA
PR0401364,CRUCERO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,29,1,1,1,1,1,Territory,SW,N,N,N,11,U,CRUCERO,CRUCERO,NA,787-829-5618,NA,NA,NA,CARR. 131 KM 5.0,"BO. GUILARTA, SECTOR CRUCERO",ADJUNTAS,00601,US,PR,N,NA,NA,NA,ADJUNTAS,Adjuntas Municipio,NA
PR0422054,SABANA HOYOS,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,250,1,1,1,1,2,Territory,GW,N,N,N,50,Y,NA,SABANA HOYOS,NA,NA,NA,NA,NA,NA,CARR. #154 KM. 2.0 SEC.S.HOYOS,"BO. SAN ILDEFONSO, COAMO",00640,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0422064,CUY N,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,P,150,1,1,1,1,2,Territory,GW,N,N,N,38,Y,NA,CUY N,NA,809-,NA,NA,NA,CARR.702 KM.2.0 BO.CUY N,SECTOR SEXTO I,COAMO,00769,US,PR,NA,NA,NA,NA,COAMO,Coamo Municipio,NA
PR0458014,HACIENDA BURENES,N,PR,02,NA,NA,I,08-OCT-10,CWS,NA,NA,SW,NA,P,50,1,1,1,1,1,Territory,SW,N,N,N,13,Y,HACIENDA BURENES,HACIENDA BURENES,NA,787-   -,NA,NA,NA,CARR.503 KM. 12.7,BO. TIBES,PONCE,00731,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0458024,HOGARES SEGUROS,N,PR,02,NA,NA,I,01-APR-98,CWS,NA,NA,SW,NA,P,40,1,1,1,1,1,Territory,SW,N,N,N,10,Y,NA,HOGARES SEGUROS,NA,787-   -,NA,NA,NA,CARR.143 KM. 12.8,NA,PONCE,00731,US,PR,NA,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0458054,LA YUCA,N,PR,02,NA,NA,I,30-SEP-12,CWS,NA,NA,GW,NA,P,500,1,1,1,1,2,Territory,GW,N,N,N,125,Y,LA YUCA,LA YUCA,NA,787-813-1349,NA,NA,NA,CARR. 505 KM. 5.6,NA,PONCE,00731,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0458064,CONDOMINIO IRIZARRY,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,75,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,CONDOMINIO IRIZARRY,NA,NA,NA,NA,NA,NA,AVE. LAS AMERICAS #21,PONCE,00731,US,PR,NA,NA,NA,NA,Not Reported,Ponce Municipio,NA
PR0458074,P.R.IRON WORKS,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,100,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,P.R.IRON WORKS,NA,809-,NA,NA,NA,NA,"AVE. HOSTOS, CALLE REAL #26",PONCE,00731,US,PR,NA,NA,NA,NA,Not Reported,Ponce Municipio,NA
PR0476254,EL PINO 2,N,PR,02,01-01,12-31,I,01-JUN-87,CWS,NA,NA,GW,NA,S,100,1,1,1,1,1,Territory,GW,N,N,N,20,Y,NA,EL PINO 2,NA,NA,NA,NA,NA,NA,CARR. #151 PARC CESPEDES,SEC NUEVO PINO VILLALBA,00766,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0476264,CERRO GORDO,N,PR,02,01-01,12-31,I,01-OCT-87,CWS,NA,NA,SW,NA,S,38,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,CERRO GORDO,NA,NA,NA,NA,NA,NA,CARR. #150 KM 6.4,"BO. CERRO GORDO, VILLALBA",00766,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0476274,CAONILLAS ABAJO 1,N,PR,02,01-01,12-31,I,01-OCT-87,CWS,NA,NA,SW,NA,S,50,1,1,1,1,1,Territory,SW,N,N,N,10,Y,NA,CAONILLAS ABAJO 1,NA,NA,NA,NA,NA,NA,CARR. #150 KM. 5.8,BO. TOA VACA VILLALBA,NA,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0476284,HATO PUERCO ABAJO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,65,1,1,1,1,1,Territory,GW,N,N,N,10,Y,NA,HATO PUERCO ABAJO,NA,NA,NA,NA,NA,NA,CARR. #150 KM.6.6,BO. HATO PUERCO ABAJO VILLALB,00766,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0476294,HIGUERO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,300,1,1,1,1,2,Territory,GW,N,N,N,60,Y,NA,HIGUERO,NA,NA,NA,NA,NA,NA,CARR. #150 KM. 5.7 HATO PUERCO,BO. HIGUERO VILLALBA,00766,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0476304,CERRO GORDO,N,PR,02,01-01,12-31,I,01-OCT-87,CWS,NA,NA,SW,NA,S,33,1,1,1,1,1,Territory,SW,N,N,N,5,Y,NA,CERRO GORDO,NA,NA,NA,NA,NA,NA,CARR. #150 KM 10.7,CERRO GORDO VILLALBA,NA,US,PR,NA,NA,NA,NA,Not Reported,Villalba Municipio,NA
PR0478024,HACIENDA SALVACION,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,100,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,HACIENDA SALVACION,NA,NA,NA,NA,NA,NA,CARR. #128 INT 428 FINAL,"BO. RIO PRIETO, YAUCO",00768,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0478054,LA JURADA,N,PR,02,NA,NA,I,29-MAY-14,CWS,NA,NA,SW,NA,P,105,1,1,1,1,2,Territory,SW,N,N,N,75,Y,LA JURADA,LA JURADA,NA,787-856-2199,NA,NA,NA,CARR. 128 KM. 16.6,SECTOR VEGAS,YAUCO,00698,US,PR,N,NA,NA,NA,YAUCO,Yauco Municipio,NA
PR0518015,SECTOR PEPE HOYOS,N,PR,02,NA,NA,I,01-OCT-15,CWS,NA,NA,GW,NA,P,149,1,1,1,1,2,Territory,GW,N,N,N,40,Y,SECTOR PEPE HOYOS,SECTOR PEPE HOYOS,NA,787-738-1878,NA,NA,NA,CARR.1 KM.57.5,BO.MONTE LLANOS,CAYEY,00736,US,PR,N,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0518025,FARALLON,N,PR,02,NA,NA,I,11-AUG-10,CWS,NA,NA,GW,NA,P,288,1,1,1,1,2,Territory,GW,N,N,N,65,Y,FARALLON,FARALLON,NA,787-738-6141,NA,NA,NA,CARR.742 INT. BO.FARALLON,SECTOR CAMACHO,CAYEY,00736,US,PR,N,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0549045,TALANTE,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,375,1,1,1,1,2,Territory,GW,N,N,N,93,Y,NA,TALANTE,NA,809-,NA,NA,NA,NA,CARR. #950 KM.2.5,"BO. TALANTE, MAUNABO",00707,US,PR,NA,NA,NA,NA,Not Reported,Maunabo Municipio,NA
